121.00 55.59 26.44 42.14 69.68 72.70 80.67 90.90 75.03
122.00 55.59 26.44 42.14 69.68 72.70 80.67 90.90 75.03
123.00 55.59 26.44 42.14 69.68 72.70 80.67 90.90 75.03
124.00 55.59 26.44 42.14 69.68 72.70 80.67 90.90 75.03
125.00 56.22 27.33 43.28 69.90 73.36 79.96 91.21 75.07
126.00 56.22 27.33 43.28 69.90 73.36 79.96 91.21 75.07
127.00 56.22 27.33 43.28 69.90 73.36 79.96 91.21 75.07
128.00 56.22 27.33 43.28 69.90 73.36 79.96 91.21 75.07
129.00 56.22 27.33 43.28 69.90 73.36 79.96 91.21 75.07
130.00 56.75 27.84 43.82 70.26 73.52 80.95 90.72 76.38
131.00 56.75 27.84 43.82 70.26 73.52 80.95 90.72 76.38
132.00 56.75 27.84 43.82 70.26 73.52 80.95 90.72 76.38
133.00 56.75 27.84 43.82 70.26 73.52 80.95 90.72 76.38
134.00 56.75 27.84 43.82 70.26 73.52 80.95 90.72 76.38
135.00 57.99 28.70 44.44 70.29 73.54 81.58 91.10 76.39
136.00 57.99 28.70 44.44 70.29 73.54 81.58 91.10 76.39
137.00 57.99 28.70 44.44 70.29 73.54 81.58 91.10 76.39
138.00 57.99 28.70 44.44 70.29 73.54 81.58 91.10 76.39
139.00 57.99 28.70 44.44 70.29 73.54 81.58 91.10 76.39
140.00 57.72 29.03 45.40 70.43 73.75 81.48 90.77 76.82
141.00 57.72 29.03 45.40 70.43 73.75 81.48 90.77 76.82
142.00 57.72 29.03 45.40 70.43 73.75 81.48 90.77 76.82
143.00 57.72 29.03 45.40 70.43 73.75 81.48 90.77 76.82
144.00 57.72 29.03 45.40 70.43 73.75 81.48 90.77 76.82
145.00 57.99 29.69 46.17 70.59 73.79 82.32 91.38 77.48
146.00 57.99 29.69 46.17 70.59 73.79 82.32 91.38 77.48
147.00 57.99 29.69 46.17 70.59 73.79 82.32 91.38 77.48
148.00 57.99 29.69 46.17 70.59 73.79 82.32 91.38 77.48
149.00 57.99 29.69 46.17 70.59 73.79 82.32 91.38 77.48
150.00 58.47 29.80 46.65 70.63 73.66 81.95 91.01 78.27
151.00 58.47 29.80 46.65 70.63 73.66 81.95 91.01 78.27
152.00 58.47 29.80 46.65 70.63 73.66 81.95 91.01 78.27
153.00 58.47 29.80 46.65 70.63 73.66 81.95 91.01 78.27
154.00 58.47 29.80 46.65 70.63 73.66 81.95 91.01 78.27
155.00 58.81 30.34 47.44 70.77 73.84 83.19 91.33 78.12
156.00 58.81 30.34 47.44 70.77 73.84 83.19 91.33 78.12
157.00 58.81 30.34 47.44 70.77 73.84 83.19 91.33 78.12
158.00 58.81 30.34 47.44 70.77 73.84 83.19 91.33 78.12
159.00 58.81 30.34 47.44 70.77 73.84 83.19 91.33 78.12
160.00 59.06 30.61 47.95 71.01 73.87 83.81 91.13 78.74
161.00 59.06 30.61 47.95 71.01 73.87 83.81 91.13 78.74
162.00 59.06 30.61 47.95 71.01 73.87 83.81 91.13 78.74
163.00 59.06 30.61 47.95 71.01 73.87 83.81 91.13 78.74
164.00 59.06 30.61 47.95 71.01 73.87 83.81 91.13 78.74
165.00 59.13 31.19 48.42 70.92 73.97 83.38 91.29 78.18
166.00 59.13 31.19 48.42 70.92 73.97 83.38 91.29 78.18
167.00 59.13 31.19 48.42 70.92 73.97 83.38 91.29 78.18
168.00 59.13 31.19 48.42 70.92 73.97 83.38 91.29 78.18
169.00 59.13 31.19 48.42 70.92 73.97 83.38 91.29 78.18
170.00 59.57 31.81 48.79 71.31 74.21 84.01 90.92 79.15
171.00 59.57 31.81 48.79 71.31 74.21 84.01 90.92 79.15
172.00 59.57 31.81 48.79 71.31 74.21 84.01 90.92 79.15
173.00 59.57 31.81 48.79 71.31 74.21 84.01 90.92 79.15
174.00 59.57 31.81 48.79 71.31 74.21 84.01 90.92 79.15
175.00 59.78 32.23 49.56 71.45 74.15 84.41 90.90 78.54
176.00 59.78 32.23 49.56 71.45 74.15 84.41 90.90 78.54
177.00 59.78 32.23 49.56 71.45 74.15 84.41 90.90 78.54
178.00 59.78 32.23 49.56 71.45 74.15 84.41 90.90 78.54
179.00 59.78 32.23 49.56 71.45 74.15 84.41 90.90 78.54
180.00 60.15 32.27 49.85 71.38 73.95 84.21 90.89 79.30
181.00 60.15 32.27 49.85 71.38 73.95 84.21 90.89 79.30
182.00 60.15 32.27 49.85 71.38 73.95 84.21 90.89 79.30
183.00 60.15 32.27 49.85 71.38 73.95 84.21 90.89 79.30
184.00 60.15 32.27 49.85 71.38 73.95 84.21 90.89 79.30
185.00 60.08 32.73 50.31 71.44 74.16 84.68 91.31 80.17
186.00 60.08 32.73 50.31 71.44 74.16 84.68 91.31 80.17
187.00 60.08 32.73 50.31 71.44 74.16 84.68 91.31 80.17
188.00 60.08 32.73 50.31 71.44 74.16 84.68 91.31 80.17
189.00 60.08 32.73 50.31 71.44 74.16 84.68 91.31 80.17
190.00 60.42 32.65 50.92 71.57 74.23 84.85 90.69 79.97
191.00 60.42 32.65 50.92 71.57 74.23 84.85 90.69 79.97
192.00 60.42 32.65 50.92 71.57 74.23 84.85 90.69 79.97
193.00 60.42 32.65 50.92 71.57 74.23 84.85 90.69 79.97
194.00 60.42 32.65 50.92 71.57 74.23 84.85 90.69 79.97
195.00 60.61 32.93 51.22 71.61 74.07 84.82 90.81 79.78
196.00 60.61 32.93 51.22 71.61 74.07 84.82 90.81 79.78
197.00 60.61 32.93 51.22 71.61 74.07 84.82 90.81 79.78
198.00 60.61 32.93 51.22 71.61 74.07 84.82 90.81 79.78
199.00 60.61 32.93 51.22 71.61 74.07 84.82 90.81 79.78
200.00 60.82 33.45 51.36 71.85 74.29 84.66 90.94 79.46
201.00 60.82 33.45 51.36 71.85 74.29 84.66 90.94 79.46
202.00 60.82 33.45 51.36 71.85 74.29 84.66 90.94 79.46
203.00 60.82 33.45 51.36 71.85 74.29 84.66 90.94 79.46
204.00 60.82 33.45 51.36 71.85 74.29 84.66 90.94 79.46
205.00 60.72 33.66 51.82 71.70 74.36 85.18 90.57 80.27
206.00 60.72 33.66 51.82 71.70 74.36 85.18 90.57 80.27
207.00 60.72 33.66 51.82 71.70 74.36 85.18 90.57 80.27
208.00 60.72 33.66 51.82 71.70 74.36 85.18 90.57 80.27
209.00 60.72 33.66 51.82 71.70 74.36 85.18 90.57 80.27
210.00 60.80 34.40 52.10 71.72 74.29 84.67 90.75 79.30
211.00 60.80 34.40 52.10 71.72 74.29 84.67 90.75 79.30
212.00 60.80 34.40 52.10 71.72 74.29 84.67 90.75 79.30
213.00 60.80 34.40 52.10 71.72 74.29 84.67 90.75 79.30
214.00 60.80 34.40 52.10 71.72 74.29 84.67 90.75 79.30
215.00 61.23 34.66 52.17 71.91 74.27 84.63 91.12 80.06
216.00 61.23 34.66 52.17 71.91 74.27 84.63 91.12 80.06
217.00 61.23 34.66 52.17 71.91 74.27 84.63 91.12 80.06
218.00 61.23 34.66 52.17 71.91 74.27 84.63 91.12 80.06
219.00 61.23 34.66 52.17 71.91 74.27 84.63 91.12 80.06
220.00 61.20 34.82 52.38 71.92 74.47 85.23 90.59 79.64
221.00 61.20 34.82 52.38 71.92 74.47 85.23 90.59 79.64
222.00 61.20 34.82 52.38 71.92 74.47 85.23 90.59 79.64
223.00 61.20 34.82 52.38 71.92 74.47 85.23 90.59 79.64
224.00 61.20 34.82 52.38 71.92 74.47 85.23 90.59 79.64
225.00 61.98 34.88 52.71 71.98 74.52 85.18 90.94 80.05
226.00 61.98 34.88 52.71 71.98 74.52 85.18 90.94 80.05
227.00 61.98 34.88 52.71 71.98 74.52 85.18 90.94 80.05
228.00 61.98 34.88 52.71 71.98 74.52 85.18 90.94 80.05
229.00 61.98 34.88 52.71 71.98 74.52 85.18 90.94 80.05
230.00 61.79 35.23 52.89 71.99 74.56 85.23 90.92 79.63
231.00 61.79 35.23 52.89 71.99 74.56 85.23 90.92 79.63
232.00 61.79 35.23 52.89 71.99 74.56 85.23 90.92 79.63
233.00 61.79 35.23 52.89 71.99 74.56 85.23 90.92 79.63
234.00 61.79 35.23 52.89 71.99 74.56 85.23 90.92 79.63
235.00 61.89 35.61 53.19 72.20 74.56 84.97 90.47 80.16
236.00 61.89 35.61 53.19 72.20 74.56 84.97 90.47 80.16
237.00 61.89 35.61 53.19 72.20 74.56 84.97 90.47 80.16
238.00 61.89 35.61 53.19 72.20 74.56 84.97 90.47 80.16
239.00 61.89 35.61 53.19 72.20 74.56 84.97 90.47 80.16
240.00 61.97 36.18 53.55 71.98 74.53 85.30 90.86 79.84
241.00 61.97 36.18 53.55 71.98 74.53 85.30 90.86 79.84
242.00 61.97 36.18 53.55 71.98 74.53 85.30 90.86 79.84
243.00 61.97 36.18 53.55 71.98 74.53 85.30 90.86 79.84
244.00 61.97 36.18 53.55 71.98 74.53 85.30 90.86 79.84
245.00 62.27 36.30 53.74 72.37 74.64 85.56 90.59 80.36
246.00 62.27 36.30 53.74 72.37 74.64 85.56 90.59 80.36
247.00 62.27 36.30 53.74 72.37 74.64 85.56 90.59 80.36
248.00 62.27 36.30 53.74 72.37 74.64 85.56 90.59 80.36
249.00 62.27 36.30 53.74 72.37 74.64 85.56 90.59 80.36
250.00 62.34 36.31 54.00 72.37 74.69 86.39 90.33 80.82
251.00 62.34 36.31 54.00 72.37 74.69 86.39 90.33 80.82
252.00 62.34 36.31 54.00 72.37 74.69 86.39 90.33 80.82
253.00 62.34 36.31 54.00 72.37 74.69 86.39 90.33 80.82
254.00 62.34 36.31 54.00 72.37 74.69 86.39 90.33 80.82
255.00 62.41 36.71 54.16 72.27 74.37 86.15 90.81 80.35
256.00 62.41 36.71 54.16 72.27 74.37 86.15 90.81 80.35
257.00 62.41 36.71 54.16 72.27 74.37 86.15 90.81 80.35
258.00 62.41 36.71 54.16 72.27 74.37 86.15 90.81 80.35
259.00 62.41 36.71 54.16 72.27 74.37 86.15 90.81 80.35
260.00 62.60 36.96 54.27 72.30 74.59 86.30 90.91 80.56
261.00 62.60 36.96 54.27 72.30 74.59 86.30 90.91 80.56
262.00 62.60 36.96 54.27 72.30 74.59 86.30 90.91 80.56
263.00 62.60 36.96 54.27 72.30 74.59 86.30 90.91 80.56
264.00 62.60 36.96 54.27 72.30 74.59 86.30 90.91 80.56
265.00 62.69 37.14 54.33 72.26 74.57 86.17 90.82 80.75
266.00 62.69 37.14 54.33 72.26 74.57 86.17 90.82 80.75
267.00 62.69 37.14 54.33 72.26 74.57 86.17 90.82 80.75
268.00 62.69 37.14 54.33 72.26 74.57 86.17 90.82 80.75
269.00 62.69 37.14 54.33 72.26 74.57 86.17 90.82 80.75
270.00 62.72 37.09 54.63 72.28 74.85 86.33 90.71 80.60
